"","X","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
"513",2210,60,"services","divorced","secondary","no",47,"no","no","unknown",11,"jun",360,1,-1,0,"unknown",0
"514",665,40,"admin.","married","secondary","no",3138,"no","no","cellular",12,"aug",238,1,-1,0,"unknown",0
"515",1322,42,"services","married","secondary","no",1007,"no","no","unknown",5,"jun",139,1,-1,0,"unknown",0
"516",3970,32,"management","single","tertiary","no",28,"no","no","cellular",8,"aug",111,2,-1,0,"unknown",0
"517",3305,34,"management","single","tertiary","no",21,"yes","no","cellular",18,"jul",74,5,-1,0,"unknown",0
"518",624,59,"self-employed","married","tertiary","no",1059,"no","no","cellular",29,"aug",103,2,-1,0,"unknown",0
"519",3716,41,"technician","married","tertiary","no",744,"yes","no","unknown",14,"may",125,1,-1,0,"unknown",0
"520",1254,28,"technician","single","tertiary","no",968,"no","yes","cellular",22,"jul",470,2,-1,0,"unknown",0
"521",3787,40,"blue-collar","married","primary","no",328,"yes","no","cellular",13,"may",112,1,-1,0,"unknown",0
"522",3733,44,"blue-collar","married","secondary","no",776,"yes","no","unknown",29,"may",306,1,-1,0,"unknown",0
"523",3025,30,"management","single","tertiary","no",67,"no","no","cellular",12,"aug",52,2,-1,0,"unknown",0
"524",2804,51,"services","married","secondary","no",209,"no","no","unknown",12,"jun",93,1,-1,0,"unknown",0
"525",241,32,"services","married","secondary","no",1082,"yes","no","cellular",19,"nov",770,1,-1,0,"unknown",0
"526",3369,56,"blue-collar","divorced","secondary","no",9698,"yes","no","cellular",20,"apr",189,2,-1,0,"unknown",0
"527",3486,37,"technician","single","secondary","no",-272,"no","yes","cellular",20,"nov",104,3,139,6,"failure",0
"528",1313,29,"technician","married","tertiary","no",676,"no","no","cellular",9,"mar",93,2,224,4,"failure",0
"529",419,35,"blue-collar","married","secondary","no",592,"yes","no","unknown",21,"may",74,1,-1,0,"unknown",0
"530",38,35,"technician","married","secondary","no",1508,"no","no","cellular",28,"jul",339,8,-1,0,"unknown",0
"531",3208,33,"blue-collar","single","secondary","no",213,"yes","no","unknown",2,"jun",163,2,-1,0,"unknown",0
"532",2991,39,"blue-collar","married","primary","no",95,"yes","no","unknown",16,"may",230,1,-1,0,"unknown",0
"533",3086,55,"management","divorced","tertiary","no",608,"yes","no","cellular",7,"may",161,2,-1,0,"unknown",0
"534",2923,40,"retired","married","secondary","no",102,"no","no","cellular",6,"may",168,1,-1,0,"unknown",0
"535",525,29,"technician","married","secondary","no",-28,"no","no","cellular",7,"jul",531,1,-1,0,"unknown",0
"536",786,55,"blue-collar","married","secondary","no",12401,"no","no","telephone",5,"nov",111,9,511,4,"other",0
"537",3109,33,"technician","single","secondary","no",80,"no","no","cellular",22,"aug",572,2,-1,0,"unknown",0
"538",3856,29,"admin.","single","secondary","no",1450,"yes","no","unknown",28,"may",195,1,-1,0,"unknown",0
"539",3049,50,"management","married","tertiary","no",2488,"yes","no","unknown",29,"may",91,2,-1,0,"unknown",0
"540",498,30,"services","single","secondary","no",726,"yes","yes","cellular",30,"jul",109,3,-1,0,"unknown",0
"541",1943,47,"management","married","secondary","no",623,"yes","no","cellular",13,"may",102,6,-1,0,"unknown",0
"542",811,31,"services","single","secondary","no",91,"yes","no","cellular",18,"may",111,2,-1,0,"unknown",0
"543",3477,34,"admin.","married","secondary","no",507,"yes","no","unknown",6,"may",190,1,-1,0,"unknown",0
"544",564,42,"blue-collar","married","secondary","no",-755,"yes","yes","unknown",2,"jun",312,1,-1,0,"unknown",0
"545",984,28,"self-employed","single","tertiary","no",805,"no","no","cellular",12,"nov",116,5,170,2,"failure",0
"546",2302,37,"admin.","divorced","secondary","no",34,"yes","no","unknown",9,"may",144,3,-1,0,"unknown",0
"547",1645,57,"technician","single","secondary","no",806,"yes","no","unknown",29,"may",77,1,-1,0,"unknown",0
"548",1419,32,"management","single","tertiary","no",1716,"no","no","cellular",21,"nov",157,4,-1,0,"unknown",0
"549",3491,57,"management","married","tertiary","no",3431,"yes","no","unknown",16,"may",73,1,-1,0,"unknown",0
"550",1455,55,"retired","married","secondary","no",188,"no","no","unknown",14,"may",139,2,-1,0,"unknown",0
"551",1055,52,"blue-collar","married","primary","no",1054,"no","no","cellular",4,"aug",273,1,-1,0,"unknown",0
"552",3779,27,"services","single","secondary","no",795,"no","no","cellular",6,"feb",101,3,-1,0,"unknown",0
"553",1720,57,"blue-collar","married","secondary","no",2887,"no","no","cellular",21,"aug",819,10,-1,0,"unknown",1
"554",2497,40,"blue-collar","single","unknown","no",1074,"yes","no","cellular",18,"may",504,1,-1,0,"unknown",0
"555",1802,43,"blue-collar","married","secondary","no",470,"yes","yes","unknown",26,"may",185,1,-1,0,"unknown",0
"556",2104,37,"blue-collar","single","secondary","no",6,"no","no","cellular",29,"jan",163,2,-1,0,"unknown",0
"557",1757,57,"blue-collar","married","unknown","no",2449,"no","no","cellular",13,"aug",142,2,-1,0,"unknown",0
"558",2268,53,"blue-collar","married","primary","no",4143,"no","no","cellular",15,"jul",200,3,-1,0,"unknown",0
"559",3756,61,"management","married","tertiary","no",6016,"no","no","cellular",4,"nov",199,1,275,3,"success",0
"560",1197,73,"retired","married","primary","no",796,"no","no","cellular",23,"apr",888,1,182,3,"success",1
"561",1456,45,"unknown","single","secondary","no",0,"no","no","unknown",18,"jun",1487,1,-1,0,"unknown",0
"562",3260,43,"management","married","tertiary","no",1684,"yes","no","cellular",18,"nov",435,4,-1,0,"unknown",0
"563",2919,40,"admin.","married","secondary","no",1614,"no","no","cellular",24,"jul",338,1,-1,0,"unknown",0
"564",3630,39,"admin.","married","secondary","no",-234,"no","yes","cellular",18,"jul",75,1,-1,0,"unknown",0
"565",3799,58,"unemployed","married","tertiary","no",1798,"yes","no","cellular",5,"feb",19,8,-1,0,"unknown",0
"566",2718,25,"technician","single","secondary","no",582,"no","yes","cellular",3,"feb",438,1,-1,0,"unknown",0
"567",50,26,"unemployed","single","tertiary","no",77,"no","no","cellular",26,"apr",175,1,-1,0,"unknown",1
"568",2619,41,"technician","married","secondary","no",-312,"yes","no","cellular",11,"may",90,1,348,1,"failure",0
"569",3898,30,"technician","single","secondary","no",160,"no","no","cellular",14,"aug",90,2,-1,0,"unknown",0
"570",450,58,"admin.","single","secondary","no",247,"no","yes","unknown",20,"jun",66,6,-1,0,"unknown",0
"571",3449,31,"technician","single","secondary","no",23,"yes","no","cellular",14,"may",97,1,370,1,"failure",0
"572",1394,32,"technician","divorced","secondary","no",409,"no","yes","cellular",26,"aug",74,4,-1,0,"unknown",0
"573",3476,31,"admin.","single","secondary","no",-449,"yes","no","cellular",18,"may",197,1,355,2,"failure",0
"574",556,36,"management","married","tertiary","no",2687,"no","no","cellular",16,"apr",58,3,-1,0,"unknown",0
"575",1258,72,"retired","married","secondary","no",6253,"no","no","telephone",7,"sep",456,1,-1,0,"unknown",0
"576",1114,32,"blue-collar","single","primary","no",18,"yes","yes","cellular",6,"may",305,1,-1,0,"unknown",0
"577",3876,30,"management","single","tertiary","no",1435,"yes","no","cellular",17,"nov",104,3,-1,0,"unknown",0
"578",561,24,"blue-collar","single","primary","no",111,"yes","yes","unknown",27,"may",42,4,-1,0,"unknown",0
"579",2852,60,"retired","married","secondary","no",1524,"no","no","unknown",18,"jun",173,1,-1,0,"unknown",0
"580",3339,32,"technician","married","tertiary","no",113,"no","yes","cellular",10,"jul",68,1,-1,0,"unknown",0
"581",1979,32,"blue-collar","divorced","primary","no",380,"no","no","cellular",25,"jul",48,2,-1,0,"unknown",0
"582",438,33,"blue-collar","married","primary","no",211,"yes","no","unknown",12,"may",172,2,-1,0,"unknown",0
"583",2414,29,"blue-collar","married","secondary","no",415,"yes","no","cellular",11,"may",128,3,-1,0,"unknown",0
"584",1725,47,"housemaid","single","tertiary","no",456,"no","no","unknown",12,"jun",139,2,-1,0,"unknown",0
"585",1661,31,"management","married","tertiary","no",131,"no","no","cellular",18,"feb",332,2,-1,0,"unknown",1
"586",3347,35,"blue-collar","married","secondary","no",0,"yes","yes","cellular",8,"apr",519,1,-1,0,"unknown",0
"587",3178,40,"management","single","secondary","no",192,"yes","no","unknown",16,"may",71,11,-1,0,"unknown",0
"588",1058,34,"blue-collar","married","secondary","no",0,"yes","no","cellular",13,"may",68,4,357,3,"success",0
"589",312,48,"blue-collar","married","secondary","no",1596,"yes","no","unknown",14,"may",760,1,-1,0,"unknown",1
"590",3432,42,"housemaid","married","primary","no",2328,"no","no","cellular",20,"aug",133,2,-1,0,"unknown",0
"591",3403,49,"management","married","secondary","no",466,"no","no","cellular",2,"feb",21,3,-1,0,"unknown",0
"592",1672,36,"management","single","tertiary","no",546,"yes","no","cellular",6,"aug",91,3,-1,0,"unknown",0
"593",1698,42,"entrepreneur","married","tertiary","no",171,"yes","no","cellular",14,"may",135,1,176,5,"failure",0
"594",1115,24,"blue-collar","single","secondary","no",630,"yes","no","cellular",16,"apr",296,1,-1,0,"unknown",0
"595",1187,34,"technician","single","tertiary","no",586,"yes","no","unknown",16,"may",489,2,-1,0,"unknown",0
"596",1146,26,"admin.","married","tertiary","no",2855,"no","no","cellular",30,"mar",52,3,-1,0,"unknown",0
"597",1547,44,"blue-collar","married","secondary","no",1147,"yes","no","unknown",18,"jun",23,3,-1,0,"unknown",0
"598",2388,43,"management","single","secondary","no",1029,"yes","no","unknown",2,"jun",145,1,-1,0,"unknown",0
"599",2143,33,"services","single","secondary","no",358,"yes","no","cellular",7,"may",302,1,356,3,"failure",0
"600",3815,42,"management","married","tertiary","no",2110,"no","yes","cellular",31,"jul",106,2,-1,0,"unknown",0
"601",2236,30,"management","single","secondary","no",7870,"yes","no","cellular",28,"aug",82,7,-1,0,"unknown",0
"602",1879,53,"technician","married","secondary","no",0,"no","no","cellular",22,"aug",77,9,-1,0,"unknown",0
"603",3640,33,"management","married","tertiary","no",307,"no","no","unknown",16,"may",806,4,-1,0,"unknown",0
"604",1680,33,"technician","single","secondary","no",1746,"yes","no","unknown",26,"may",152,2,-1,0,"unknown",0
"605",3268,37,"technician","married","secondary","no",1578,"no","yes","cellular",26,"aug",85,6,-1,0,"unknown",0
"606",2351,39,"technician","married","unknown","no",839,"no","no","unknown",30,"may",825,2,-1,0,"unknown",0
"607",1532,31,"management","married","tertiary","no",-235,"yes","no","cellular",20,"apr",546,2,-1,0,"unknown",0
"608",1374,43,"self-employed","married","secondary","no",5704,"yes","no","cellular",20,"nov",154,3,106,2,"failure",0
"609",2345,29,"unemployed","single","tertiary","no",111,"no","no","cellular",6,"feb",98,2,-1,0,"unknown",0
"610",2422,33,"entrepreneur","married","tertiary","no",127,"no","yes","cellular",9,"jul",279,1,-1,0,"unknown",0
"611",2368,37,"blue-collar","married","primary","no",0,"yes","no","telephone",8,"may",143,4,-1,0,"unknown",0
"612",1656,51,"unemployed","married","secondary","no",107,"no","no","cellular",20,"aug",79,4,-1,0,"unknown",0
"613",2886,56,"retired","married","secondary","no",0,"yes","no","unknown",7,"may",333,4,-1,0,"unknown",0
"614",3102,32,"entrepreneur","single","tertiary","no",890,"yes","yes","cellular",28,"aug",27,10,-1,0,"unknown",0
"615",2706,38,"blue-collar","single","secondary","no",397,"yes","no","cellular",17,"apr",282,1,-1,0,"unknown",0
"616",2196,41,"technician","married","unknown","no",254,"yes","no","unknown",8,"may",690,1,-1,0,"unknown",0
"617",1822,44,"blue-collar","divorced","secondary","no",338,"yes","no","cellular",13,"may",133,1,370,1,"failure",0
"618",105,35,"entrepreneur","married","secondary","no",24,"yes","no","cellular",17,"nov",128,1,181,1,"failure",0
"619",1837,44,"blue-collar","single","secondary","no",-215,"yes","no","unknown",27,"may",163,2,-1,0,"unknown",0
"620",3878,30,"services","single","secondary","no",209,"yes","no","unknown",6,"may",30,2,-1,0,"unknown",0
"621",2225,41,"blue-collar","married","primary","no",54,"yes","no","cellular",10,"jul",121,1,-1,0,"unknown",0
"622",3753,39,"management","divorced","tertiary","no",4692,"yes","no","telephone",19,"nov",214,2,174,2,"success",0
"623",193,42,"admin.","married","secondary","no",641,"no","no","cellular",4,"aug",111,1,1,1,"other",0
"624",2017,36,"blue-collar","married","secondary","no",0,"no","no","unknown",20,"jun",332,3,-1,0,"unknown",0
"625",2609,57,"retired","married","primary","no",808,"no","no","telephone",7,"jul",274,1,-1,0,"unknown",0
"626",1779,44,"technician","married","tertiary","no",564,"yes","no","cellular",13,"may",88,2,-1,0,"unknown",0
"627",810,66,"retired","married","primary","no",711,"no","no","telephone",20,"apr",137,5,-1,0,"unknown",0
"628",2726,35,"management","single","tertiary","no",2975,"no","no","cellular",8,"aug",249,2,-1,0,"unknown",0
"629",320,85,"retired","married","unknown","no",1934,"no","no","telephone",12,"jan",140,1,-1,0,"unknown",0
"630",3182,32,"management","single","secondary","no",916,"yes","no","unknown",16,"may",381,2,-1,0,"unknown",0
"631",853,43,"self-employed","married","tertiary","no",6424,"no","no","cellular",20,"nov",55,1,-1,0,"unknown",0
"632",1038,41,"admin.","married","secondary","no",8238,"yes","yes","unknown",30,"may",124,4,-1,0,"unknown",0
"633",2753,53,"blue-collar","married","primary","no",1942,"yes","no","unknown",2,"jun",185,2,-1,0,"unknown",0
"634",263,34,"self-employed","married","tertiary","no",870,"no","no","cellular",10,"jul",58,1,-1,0,"unknown",0
"635",3574,38,"technician","single","tertiary","no",1113,"no","no","unknown",20,"jun",34,4,-1,0,"unknown",0
"636",182,41,"admin.","married","secondary","no",1535,"yes","no","cellular",12,"may",261,1,363,1,"success",0
"637",155,53,"admin.","single","primary","no",0,"yes","no","cellular",17,"jul",155,6,-1,0,"unknown",0
"638",3164,42,"retired","married","primary","no",0,"yes","no","unknown",8,"may",186,2,-1,0,"unknown",0
"639",3113,53,"services","married","primary","no",-166,"no","yes","cellular",28,"jul",70,4,-1,0,"unknown",0
"640",703,31,"management","single","tertiary","no",6248,"yes","no","unknown",9,"may",154,2,-1,0,"unknown",0
"641",2728,32,"management","single","tertiary","no",1160,"yes","yes","unknown",11,"jun",450,2,-1,0,"unknown",0
"642",1340,27,"blue-collar","married","primary","no",-413,"no","yes","unknown",27,"jun",422,6,-1,0,"unknown",1
"643",3207,56,"management","divorced","tertiary","no",2126,"yes","no","cellular",17,"nov",131,1,-1,0,"unknown",0
"644",1861,32,"services","single","secondary","no",-1139,"yes","no","cellular",7,"jul",201,1,-1,0,"unknown",0
"645",659,32,"blue-collar","married","primary","no",3136,"yes","no","cellular",19,"nov",820,1,-1,0,"unknown",1
"646",3693,32,"blue-collar","single","primary","no",1660,"no","no","unknown",20,"may",14,1,-1,0,"unknown",0
"647",1480,27,"services","single","secondary","no",331,"yes","no","unknown",13,"may",203,2,-1,0,"unknown",0
"648",1901,30,"blue-collar","married","secondary","no",319,"no","no","cellular",27,"jan",210,2,-1,0,"unknown",0
"649",718,40,"blue-collar","divorced","primary","no",4168,"yes","no","cellular",29,"jan",91,1,223,3,"failure",0
"650",2710,36,"admin.","married","secondary","no",1031,"no","no","cellular",17,"jun",282,4,-1,0,"unknown",1
"651",1048,26,"admin.","single","secondary","no",0,"yes","no","cellular",18,"jul",142,1,-1,0,"unknown",0
"652",974,41,"admin.","married","tertiary","no",1287,"no","no","unknown",16,"jun",286,1,-1,0,"unknown",0
"653",256,29,"technician","single","tertiary","no",7,"yes","no","cellular",29,"jul",70,5,-1,0,"unknown",0
"654",2058,43,"blue-collar","married","primary","no",50,"no","no","unknown",28,"may",90,8,-1,0,"unknown",0
"655",471,55,"management","married","primary","no",3293,"no","no","telephone",30,"jul",64,2,-1,0,"unknown",0
"656",1171,52,"self-employed","married","secondary","no",-488,"yes","no","unknown",29,"may",322,1,-1,0,"unknown",0
"657",764,45,"management","married","tertiary","no",753,"yes","no","cellular",2,"apr",2870,2,-1,0,"unknown",0
"658",2435,57,"management","married","secondary","no",0,"yes","no","cellular",4,"aug",157,1,-1,0,"unknown",0
"659",2642,43,"management","divorced","tertiary","no",439,"yes","no","cellular",31,"jul",92,3,-1,0,"unknown",0
"660",1127,38,"blue-collar","married","primary","no",-257,"yes","yes","cellular",9,"jul",458,1,-1,0,"unknown",0
"661",2598,54,"management","married","tertiary","no",313,"yes","no","unknown",5,"may",83,2,-1,0,"unknown",0
"662",2558,55,"technician","married","tertiary","no",255,"no","no","cellular",22,"jul",114,1,-1,0,"unknown",0
"663",3435,57,"retired","divorced","secondary","no",316,"no","no","cellular",28,"jan",935,2,-1,0,"unknown",0
"664",1318,28,"admin.","single","secondary","no",1238,"yes","no","unknown",28,"may",252,2,-1,0,"unknown",0
"665",1164,41,"admin.","married","tertiary","no",108,"yes","no","cellular",2,"feb",210,1,-1,0,"unknown",0
"666",1257,37,"admin.","married","secondary","no",0,"no","no","cellular",29,"jul",153,4,-1,0,"unknown",0
"667",847,56,"self-employed","married","primary","no",-34,"yes","yes","unknown",5,"may",212,2,-1,0,"unknown",0
"668",3473,40,"blue-collar","married","secondary","no",339,"yes","no","unknown",14,"may",234,2,-1,0,"unknown",0
"669",522,60,"retired","married","secondary","no",0,"no","no","cellular",15,"jul",94,3,-1,0,"unknown",0
"670",1652,47,"management","divorced","tertiary","no",266,"yes","no","unknown",9,"may",128,1,-1,0,"unknown",0
"671",1461,42,"technician","single","unknown","no",11115,"no","no","cellular",30,"apr",328,1,-1,0,"unknown",1
"672",3257,87,"retired","married","secondary","no",433,"no","no","telephone",15,"dec",150,1,-1,0,"unknown",0
"673",1295,31,"services","single","primary","yes",-357,"yes","yes","cellular",11,"jul",215,2,-1,0,"unknown",0
"674",3076,29,"admin.","married","tertiary","no",111,"no","no","cellular",14,"may",208,1,-1,0,"unknown",0
"675",2593,50,"management","married","tertiary","no",4,"yes","yes","telephone",17,"nov",105,3,-1,0,"unknown",0
"676",3835,58,"self-employed","married","tertiary","no",0,"no","no","cellular",27,"aug",16,28,-1,0,"unknown",0
"677",3400,60,"management","married","tertiary","no",5041,"no","no","cellular",4,"may",8,7,181,1,"success",0
"678",780,42,"admin.","single","secondary","no",61,"yes","no","unknown",23,"may",65,1,-1,0,"unknown",0
"679",20,33,"technician","single","secondary","no",2660,"yes","no","unknown",21,"may",121,1,-1,0,"unknown",0
"680",230,38,"management","divorced","unknown","no",0,"yes","no","cellular",18,"nov",96,2,-1,0,"unknown",0
"681",3689,32,"blue-collar","single","secondary","no",5,"yes","yes","unknown",8,"may",134,1,-1,0,"unknown",0
"682",1292,35,"blue-collar","single","primary","no",258,"yes","no","cellular",20,"nov",144,1,-1,0,"unknown",0
"683",132,45,"technician","married","secondary","no",1786,"yes","yes","telephone",15,"jul",78,4,-1,0,"unknown",0
"684",759,51,"services","married","secondary","no",-238,"yes","no","cellular",24,"jul",63,1,-1,0,"unknown",0
"685",633,41,"technician","married","secondary","no",349,"no","yes","cellular",27,"feb",48,1,-1,0,"unknown",0
"686",2266,60,"management","married","primary","no",130,"no","no","cellular",28,"jan",374,2,-1,0,"unknown",0
"687",506,43,"admin.","single","secondary","no",277,"yes","no","cellular",12,"may",315,2,363,1,"failure",0
"688",532,39,"blue-collar","married","secondary","no",0,"yes","yes","unknown",20,"may",40,1,-1,0,"unknown",0
"689",2571,42,"technician","married","secondary","no",-158,"yes","no","unknown",29,"may",124,3,-1,0,"unknown",0
"690",1570,57,"unemployed","married","secondary","no",3030,"no","no","cellular",6,"feb",142,2,-1,0,"unknown",0
"691",3345,47,"entrepreneur","divorced","secondary","no",2,"yes","yes","cellular",29,"jul",104,4,-1,0,"unknown",0
"692",632,31,"technician","single","secondary","no",373,"no","no","cellular",22,"aug",346,5,-1,0,"unknown",0
"693",1094,26,"self-employed","single","secondary","no",467,"yes","yes","unknown",4,"jun",90,2,-1,0,"unknown",0
"694",2844,48,"entrepreneur","married","tertiary","no",461,"no","yes","cellular",17,"jul",284,1,-1,0,"unknown",0
"695",1047,41,"management","single","tertiary","no",6116,"no","no","cellular",7,"sep",97,1,-1,0,"unknown",0
"696",2469,44,"admin.","single","secondary","no",946,"yes","no","unknown",30,"may",181,4,-1,0,"unknown",0
"697",2810,50,"housemaid","married","primary","no",0,"no","no","unknown",20,"jun",179,2,-1,0,"unknown",0
"698",3212,39,"blue-collar","married","primary","no",106,"yes","no","unknown",7,"may",56,1,-1,0,"unknown",0
"699",716,32,"blue-collar","single","secondary","no",1143,"yes","yes","cellular",6,"may",132,1,300,1,"failure",0
"700",2299,35,"technician","married","secondary","no",482,"no","no","cellular",12,"aug",138,2,-1,0,"unknown",0
"701",1294,47,"blue-collar","married","primary","no",0,"no","no","cellular",26,"aug",185,4,-1,0,"unknown",0
"702",924,35,"technician","single","secondary","no",5059,"no","yes","cellular",7,"aug",115,2,-1,0,"unknown",0
"703",3424,40,"self-employed","married","secondary","no",256,"no","no","unknown",18,"jun",30,1,-1,0,"unknown",0
"704",368,31,"student","single","unknown","no",2144,"yes","no","cellular",19,"nov",282,2,-1,0,"unknown",0
"705",3357,54,"management","married","tertiary","no",17008,"no","no","cellular",19,"nov",151,2,-1,0,"unknown",0
"706",3157,31,"management","single","tertiary","no",924,"no","no","cellular",27,"feb",172,1,-1,0,"unknown",1
"707",3172,37,"self-employed","single","tertiary","no",676,"no","no","cellular",5,"aug",133,2,-1,0,"unknown",0
"708",3644,47,"services","married","secondary","no",505,"no","no","unknown",20,"jun",152,3,-1,0,"unknown",0
"709",47,33,"technician","single","secondary","no",0,"no","no","unknown",3,"jul",1106,2,-1,0,"unknown",0
"710",1967,49,"admin.","married","secondary","no",1629,"no","no","cellular",31,"jul",57,2,-1,0,"unknown",0
"711",1345,30,"services","married","secondary","no",-68,"yes","yes","cellular",24,"jul",78,1,-1,0,"unknown",0
"712",2651,41,"technician","single","secondary","no",5329,"no","no","cellular",14,"jul",397,2,-1,0,"unknown",1
"713",3729,48,"housemaid","married","primary","no",0,"no","no","cellular",28,"aug",20,23,-1,0,"unknown",0
"714",2155,26,"student","single","secondary","no",3096,"yes","no","unknown",14,"may",107,1,-1,0,"unknown",0
"715",1951,27,"admin.","married","secondary","no",-48,"yes","no","unknown",20,"jun",168,2,-1,0,"unknown",0
"716",3992,32,"blue-collar","married","secondary","no",0,"no","no","cellular",6,"feb",350,1,-1,0,"unknown",0
"717",3334,30,"services","single","secondary","no",177,"yes","no","cellular",18,"may",187,4,356,2,"other",0
"718",2785,43,"technician","single","tertiary","no",1017,"yes","no","unknown",19,"may",257,2,-1,0,"unknown",0
"719",2378,32,"technician","married","tertiary","no",1352,"no","no","cellular",20,"nov",221,3,-1,0,"unknown",0
"720",2035,51,"technician","married","secondary","no",0,"yes","no","cellular",17,"nov",70,1,-1,0,"unknown",0
"721",2289,39,"blue-collar","single","unknown","no",10,"yes","no","telephone",15,"may",23,3,346,10,"failure",0
"722",3703,56,"blue-collar","married","secondary","no",3460,"yes","no","cellular",3,"jul",897,3,-1,0,"unknown",0
"723",1330,60,"retired","divorced","tertiary","no",380,"no","no","cellular",21,"jul",219,1,-1,0,"unknown",0
"724",2249,37,"entrepreneur","single","secondary","no",-22,"yes","no","cellular",15,"may",317,1,-1,0,"unknown",1
"725",539,42,"blue-collar","married","secondary","no",-269,"yes","no","telephone",30,"jul",100,6,-1,0,"unknown",0
"726",476,36,"blue-collar","married","primary","no",70,"yes","no","cellular",28,"jan",164,1,-1,0,"unknown",0
"727",2137,31,"management","single","tertiary","no",0,"yes","no","cellular",8,"sep",76,1,-1,0,"unknown",0
"728",2220,38,"technician","married","secondary","no",958,"yes","no","telephone",18,"nov",33,4,-1,0,"unknown",0
"729",3911,28,"technician","single","tertiary","no",415,"no","no","unknown",1,"jul",86,1,-1,0,"unknown",0
"730",2384,29,"admin.","married","secondary","no",-193,"no","no","cellular",18,"jul",126,2,-1,0,"unknown",0
"731",3194,33,"blue-collar","divorced","primary","no",-53,"yes","no","unknown",26,"may",369,1,-1,0,"unknown",0
"732",1882,37,"technician","married","secondary","no",1580,"no","no","cellular",22,"aug",92,12,-1,0,"unknown",0
"733",938,39,"unemployed","divorced","secondary","no",507,"yes","no","unknown",12,"may",150,7,-1,0,"unknown",0
"734",684,45,"technician","married","secondary","no",34,"no","no","telephone",27,"aug",96,7,-1,0,"unknown",0
"735",941,32,"technician","single","secondary","no",1210,"yes","yes","cellular",7,"may",107,1,344,4,"failure",0
"736",260,27,"technician","single","secondary","no",3,"no","no","unknown",3,"jun",68,6,-1,0,"unknown",0
"737",2633,30,"blue-collar","single","secondary","no",971,"yes","no","cellular",17,"apr",283,1,317,2,"other",0
"738",1428,50,"blue-collar","married","secondary","no",3436,"yes","yes","cellular",30,"jul",182,4,-1,0,"unknown",0
"739",3646,48,"services","single","secondary","no",220,"no","no","unknown",5,"jun",1005,2,-1,0,"unknown",0
"740",1709,44,"management","married","tertiary","no",58,"yes","no","cellular",17,"nov",48,1,126,3,"failure",0
"741",569,54,"management","married","tertiary","no",3395,"no","no","cellular",7,"aug",199,2,-1,0,"unknown",0
"742",3952,39,"technician","single","secondary","no",822,"yes","yes","unknown",29,"may",164,3,-1,0,"unknown",0
"743",2721,34,"technician","married","tertiary","no",0,"no","no","cellular",21,"jul",589,2,-1,0,"unknown",0
"744",1183,57,"admin.","married","secondary","no",169,"no","no","cellular",30,"apr",319,1,86,1,"success",0
"745",2630,34,"housemaid","married","secondary","yes",0,"no","no","cellular",21,"aug",398,2,-1,0,"unknown",0
"746",2778,37,"blue-collar","married","secondary","no",520,"yes","no","cellular",2,"feb",54,1,255,2,"failure",0
"747",1976,35,"management","single","tertiary","no",478,"yes","no","cellular",14,"may",107,1,265,2,"failure",0
"748",2194,33,"technician","single","secondary","no",555,"no","no","cellular",30,"jun",255,2,-1,0,"unknown",0
"749",966,47,"management","married","tertiary","no",3844,"yes","no","cellular",20,"nov",256,4,-1,0,"unknown",0
"750",3597,74,"retired","married","primary","no",0,"no","no","telephone",4,"sep",113,1,-1,0,"unknown",0
"751",1501,29,"unemployed","married","secondary","no",-25,"yes","no","cellular",17,"jul",143,1,-1,0,"unknown",0
"752",3127,44,"blue-collar","married","secondary","no",2092,"no","yes","unknown",18,"jun",452,1,-1,0,"unknown",0
"753",1276,32,"admin.","divorced","secondary","no",281,"yes","no","unknown",8,"may",231,4,-1,0,"unknown",0
"754",2025,30,"management","married","tertiary","no",900,"no","no","cellular",18,"nov",123,1,124,2,"failure",0
"755",1118,45,"admin.","single","primary","no",1811,"no","no","telephone",31,"jul",50,7,-1,0,"unknown",0
"756",1685,42,"management","single","tertiary","no",270,"yes","no","cellular",31,"jul",68,5,-1,0,"unknown",0
"757",675,44,"blue-collar","married","secondary","no",1324,"yes","no","telephone",25,"oct",119,1,89,2,"other",0
"758",2312,32,"student","single","secondary","no",14,"no","no","cellular",19,"aug",144,3,136,1,"other",0
"759",3381,33,"technician","single","secondary","no",541,"no","yes","cellular",20,"aug",118,2,-1,0,"unknown",0
"760",3123,49,"blue-collar","married","primary","no",0,"yes","no","unknown",6,"jun",286,2,-1,0,"unknown",0
"761",2992,59,"admin.","married","primary","no",879,"yes","no","cellular",30,"jan",126,5,259,7,"failure",0
"762",3439,57,"housemaid","divorced","primary","no",7451,"no","no","unknown",18,"jun",43,4,-1,0,"unknown",0
"763",1715,55,"management","married","tertiary","no",-375,"no","no","cellular",30,"jul",814,2,-1,0,"unknown",1
"764",1267,43,"technician","married","secondary","no",212,"yes","no","unknown",14,"may",78,1,-1,0,"unknown",0
"765",2434,47,"management","married","secondary","no",7,"no","no","telephone",8,"aug",53,2,-1,0,"unknown",0
"766",369,57,"retired","married","primary","yes",-1480,"yes","no","unknown",2,"jun",319,5,-1,0,"unknown",0
"767",3852,52,"blue-collar","married","secondary","no",594,"no","no","telephone",29,"jul",178,2,-1,0,"unknown",0
"768",2188,32,"blue-collar","married","secondary","no",210,"yes","no","cellular",13,"may",308,3,364,1,"other",0
